,clickability_test_id,headline,response_synthetic,persona
573,530ce1e7c13b0ff96f000026,"Rich People Do Some Shifty, Shifty Things To Stay Rich",0,Charles Scott
574,530ce1e7c13b0ff96f000026,"Rich People Do Some Shifty, Shifty Things To Stay Rich",0,Jerome Thompson
575,530ce1e7c13b0ff96f000026,"Rich People Do Some Shifty, Shifty Things To Stay Rich",0,Daniel Rodriguez
576,530ce1e7c13b0ff96f000026,"Rich People Do Some Shifty, Shifty Things To Stay Rich",0,Amelia Parker
577,530ce1e7c13b0ff96f000026,"Rich People Do Some Shifty, Shifty Things To Stay Rich",0,Jessica Davis
578,530ce1e7c13b0ff96f000026,"Rich People Do Some Shifty, Shifty Things To Stay Rich",0,Jamal Wright
579,530ce1e7c13b0ff96f000026,"Rich People Do Some Shifty, Shifty Things To Stay Rich",0,Ryan Simmons
580,530ce1e7c13b0ff96f000026,"The Rich Get Richer, But Only Because They Know How To Do Shifty, Shifty Things",0,Ethan Anderson
581,530ce1e7c13b0ff96f000026,"The Rich Get Richer, But Only Because They Know How To Do Shifty, Shifty Things",0,Isabel Vargas 
582,530ce1e7c13b0ff96f000026,"The Rich Get Richer, But Only Because They Know How To Do Shifty, Shifty Things",0,Manuel Gomez
583,530ce1e7c13b0ff96f000026,"The Rich Get Richer, But Only Because They Know How To Do Shifty, Shifty Things",0,Judah Mitchell
584,530ce1e7c13b0ff96f000026,"The Rich Get Richer, But Only Because They Know How To Do Shifty, Shifty Things",0,Deborah Thompson
585,530ce1e7c13b0ff96f000026,"The Rich Get Richer, But Only Because They Know How To Do Shifty, Shifty Things",0,Patricia Washington
586,530ce1e7c13b0ff96f000026,"The Rich Get Richer, But Only Because They Know How To Do Shifty, Shifty Things",0,Tomas Jimenez
587,530ce1e7c13b0ff96f000026,"The Rich Get Richer, But Only Because They Know How To Do Shifty, Shifty Things",0,Monica Pacheco
588,530ce1e7c13b0ff96f000026,"The Rich Get Richer, But Only Because They Know How To Do Shifty, Shifty Things",0,Jamar Anderson
589,530ce1e7c13b0ff96f000026,"The Rich Get Richer, But Only Because They Know How To Do Shifty, Shifty Things",0,James Bennett
590,51436072220cb80002000798,Can You Guess What Happens 34 Times A Day In America?,1,Luis Morales
591,51436072220cb80002000798,Can You Guess What Happens 34 Times A Day In America?,1,Patricia Diaz
592,51436072220cb80002000798,Can You Guess What Happens 34 Times A Day In America?,1,Richard Thomas
593,51436072220cb80002000798,Can You Guess What Happens 34 Times A Day In America?,1,Robert Thompson
594,51436072220cb80002000798,Can You Guess What Happens 34 Times A Day In America?,1,Sandra Reed
595,51436072220cb80002000798,Can You Guess What Happens 34 Times A Day In America?,1,Amy Mitchell
596,51436072220cb80002000798,Can You Guess What Happens 34 Times A Day In America?,1,Laura Pacheco
597,51436072220cb80002000798,Can You Guess What Happens 34 Times A Day In America?,1,Gabriela Gonzalez 
598,51436072220cb80002000798,Can You Guess What Happens 34 Times A Day In America?,1,Liam Mitchell
599,51436072220cb80002000798,Can You Guess What Happens 34 Times A Day In America?,1,Nehemiah Coleman
600,51436072220cb80002000798,This Life-Changing Event Happens To 34 Americans Every Day. Can You Guess What It Is?,1,Thomas Hill
601,51436072220cb80002000798,This Life-Changing Event Happens To 34 Americans Every Day. Can You Guess What It Is?,1,Sandra Reed
602,51436072220cb80002000798,This Life-Changing Event Happens To 34 Americans Every Day. Can You Guess What It Is?,1,Keisha Johnson
603,51436072220cb80002000798,This Life-Changing Event Happens To 34 Americans Every Day. Can You Guess What It Is?,1,Carol Rivera
604,51436072220cb80002000798,This Life-Changing Event Happens To 34 Americans Every Day. Can You Guess What It Is?,1,Maurice Jenkins
605,51436072220cb80002000798,This Life-Changing Event Happens To 34 Americans Every Day. Can You Guess What It Is?,0,Nehemiah Coleman
606,51436072220cb80002000798,This Life-Changing Event Happens To 34 Americans Every Day. Can You Guess What It Is?,1,Nicole Davis
607,51436072220cb80002000798,This Life-Changing Event Happens To 34 Americans Every Day. Can You Guess What It Is?,1,Rosa Diaz
608,51436072220cb80002000798,This Life-Changing Event Happens To 34 Americans Every Day. Can You Guess What It Is?,1,Calvin Mitchell
609,51436072220cb80002000798,This Life-Changing Event Happens To 34 Americans Every Day. Can You Guess What It Is?,1,Samuel Foster
610,51436072220cb80002000798,This Is The Story No Mother Wants To Tell,0,Stephanie Anderson
611,51436072220cb80002000798,This Is The Story No Mother Wants To Tell,0,Keisha Johnson
612,51436072220cb80002000798,This Is The Story No Mother Wants To Tell,0,Judah Mitchell
613,51436072220cb80002000798,This Is The Story No Mother Wants To Tell,1,Carol Coleman
614,51436072220cb80002000798,This Is The Story No Mother Wants To Tell,0,Antonio Diaz
615,51436072220cb80002000798,This Is The Story No Mother Wants To Tell,0,James Foster
616,51436072220cb80002000798,This Is The Story No Mother Wants To Tell,0,Barbara Wilson
617,51436072220cb80002000798,This Is The Story No Mother Wants To Tell,0,Karen Brown
618,51436072220cb80002000798,This Is The Story No Mother Wants To Tell,0,Samuel Foster
619,51436072220cb80002000798,This Is The Story No Mother Wants To Tell,0,Susana Morales
620,51436072220cb80002000798,"Listen To This Nice Woman’s Story, See If You Can Make It Through With Dry Eyes.",0,Mariana Soto
621,51436072220cb80002000798,"Listen To This Nice Woman’s Story, See If You Can Make It Through With Dry Eyes.",1,Yvonne Patterson
622,51436072220cb80002000798,"Listen To This Nice Woman’s Story, See If You Can Make It Through With Dry Eyes.",1,Beatriz Ortega
623,51436072220cb80002000798,"Listen To This Nice Woman’s Story, See If You Can Make It Through With Dry Eyes.",0,Daniel Larson
624,51436072220cb80002000798,"Listen To This Nice Woman’s Story, See If You Can Make It Through With Dry Eyes.",0,Dorothy Hayes
625,51436072220cb80002000798,"Listen To This Nice Woman’s Story, See If You Can Make It Through With Dry Eyes.",1,Robert Lewis
626,51436072220cb80002000798,"Listen To This Nice Woman’s Story, See If You Can Make It Through With Dry Eyes.",1,Kaia Mitchell
627,51436072220cb80002000798,"Listen To This Nice Woman’s Story, See If You Can Make It Through With Dry Eyes.",1,Gloria Morales
628,51436072220cb80002000798,"Listen To This Nice Woman’s Story, See If You Can Make It Through With Dry Eyes.",1,Barbara Wilson
629,51436072220cb80002000798,"Listen To This Nice Woman’s Story, See If You Can Make It Through With Dry Eyes.",0,Ricardo Silva
630,5143605e220cb80002000076,"Hey Dude. If You Have An Older Brother, There's A Bigger Chance You're Gay.",0,Abigail Powell
631,5143605e220cb80002000076,"Hey Dude. If You Have An Older Brother, There's A Bigger Chance You're Gay.",0,Yasmin Foster
632,5143605e220cb80002000076,"Hey Dude. If You Have An Older Brother, There's A Bigger Chance You're Gay.",0,Andrew Jensen
633,5143605e220cb80002000076,"Hey Dude. If You Have An Older Brother, There's A Bigger Chance You're Gay.",0,Tomas Jimenez
634,5143605e220cb80002000076,"Hey Dude. If You Have An Older Brother, There's A Bigger Chance You're Gay.",0,Shaniqua Lewis
635,5143605e220cb80002000076,"Hey Dude. If You Have An Older Brother, There's A Bigger Chance You're Gay.",0,Gabriel Gonzalez
636,5143605e220cb80002000076,"Hey Dude. If You Have An Older Brother, There's A Bigger Chance You're Gay.",0,Maurice Johnson
637,5143605e220cb80002000076,"Hey Dude. If You Have An Older Brother, There's A Bigger Chance You're Gay.",0,Evelyn Hughes
638,5143605e220cb80002000076,"Hey Dude. If You Have An Older Brother, There's A Bigger Chance You're Gay.",0,Luis Hernandez
639,5143605e220cb80002000076,"Hey Dude. If You Have An Older Brother, There's A Bigger Chance You're Gay.",0,Virginia Davis
640,5143605e220cb80002000076,"Here's The Science, Here's The Gay. Open Your Brain, They Were Born That Way!",0,Ryan Peterson
641,5143605e220cb80002000076,"Here's The Science, Here's The Gay. Open Your Brain, They Were Born That Way!",1,Kevin James
642,5143605e220cb80002000076,"Here's The Science, Here's The Gay. Open Your Brain, They Were Born That Way!",0,Mia Sanchez
643,5143605e220cb80002000076,"Here's The Science, Here's The Gay. Open Your Brain, They Were Born That Way!",1,Emily Campbell
644,5143605e220cb80002000076,"Here's The Science, Here's The Gay. Open Your Brain, They Were Born That Way!",0,Gabriel Ramirez
645,5143605e220cb80002000076,"Here's The Science, Here's The Gay. Open Your Brain, They Were Born That Way!",1,Gabriel Stewart
646,5143605e220cb80002000076,"Here's The Science, Here's The Gay. Open Your Brain, They Were Born That Way!",1,Juana Romero
647,5143605e220cb80002000076,"Here's The Science, Here's The Gay. Open Your Brain, They Were Born That Way!",0,Guadalupe Jimenez
648,5143605e220cb80002000076,"Here's The Science, Here's The Gay. Open Your Brain, They Were Born That Way!",1,Gabriela Andrade
649,5143605e220cb80002000076,"Here's The Science, Here's The Gay. Open Your Brain, They Were Born That Way!",1,Melissa Thompson
650,5143605e220cb80002000076,"I've Got Some News For You. Being Gay Is Genetic. Being Irrationally Afraid Of Gay, Not So Much.",0,Darnell Hayes
651,5143605e220cb80002000076,"I've Got Some News For You. Being Gay Is Genetic. Being Irrationally Afraid Of Gay, Not So Much.",0,Pamela Thomas
652,5143605e220cb80002000076,"I've Got Some News For You. Being Gay Is Genetic. Being Irrationally Afraid Of Gay, Not So Much.",0,Isabel Fernandez
653,5143605e220cb80002000076,"I've Got Some News For You. Being Gay Is Genetic. Being Irrationally Afraid Of Gay, Not So Much.",1,Sandra Navarro
654,5143605e220cb80002000076,"I've Got Some News For You. Being Gay Is Genetic. Being Irrationally Afraid Of Gay, Not So Much.",0,Tomas Jimenez
655,5143605e220cb80002000076,"I've Got Some News For You. Being Gay Is Genetic. Being Irrationally Afraid Of Gay, Not So Much.",1,Guadalupe Jimenez
656,5143605e220cb80002000076,"I've Got Some News For You. Being Gay Is Genetic. Being Irrationally Afraid Of Gay, Not So Much.",1,Tyra Parker
657,5143605e220cb80002000076,"I've Got Some News For You. Being Gay Is Genetic. Being Irrationally Afraid Of Gay, Not So Much.",0,Richard Thomas
658,5143605e220cb80002000076,"I've Got Some News For You. Being Gay Is Genetic. Being Irrationally Afraid Of Gay, Not So Much.",1,James Bennett
659,5143605e220cb80002000076,"I've Got Some News For You. Being Gay Is Genetic. Being Irrationally Afraid Of Gay, Not So Much.",0,Micah Parker
660,5143605e220cb80002000076,"SCIENCE FACT: Gay Science, Like Straight Science, Is Really Just Plain Old Fact Science",1,Quintero Jimenez
661,5143605e220cb80002000076,"SCIENCE FACT: Gay Science, Like Straight Science, Is Really Just Plain Old Fact Science",1,Amy Mitchell
662,5143605e220cb80002000076,"SCIENCE FACT: Gay Science, Like Straight Science, Is Really Just Plain Old Fact Science",1,Sylvia Jenkins
663,5143605e220cb80002000076,"SCIENCE FACT: Gay Science, Like Straight Science, Is Really Just Plain Old Fact Science",1,Gabriela Gonzalez 
664,5143605e220cb80002000076,"SCIENCE FACT: Gay Science, Like Straight Science, Is Really Just Plain Old Fact Science",1,Susana Morales
665,5143605e220cb80002000076,"SCIENCE FACT: Gay Science, Like Straight Science, Is Really Just Plain Old Fact Science",1,Micah Parker
666,5143605e220cb80002000076,"SCIENCE FACT: Gay Science, Like Straight Science, Is Really Just Plain Old Fact Science",0,Angela Hill
667,5143605e220cb80002000076,"SCIENCE FACT: Gay Science, Like Straight Science, Is Really Just Plain Old Fact Science",1,Jeremiah Howard
668,5143605e220cb80002000076,"SCIENCE FACT: Gay Science, Like Straight Science, Is Really Just Plain Old Fact Science",0,Daniel Larson
669,5143605e220cb80002000076,"SCIENCE FACT: Gay Science, Like Straight Science, Is Really Just Plain Old Fact Science",1,Angela Foster
670,5143605e220cb80002000076,"If You Know Anyone Who Is Afraid Of Gay People, Here's A Cartoon That Will Ease Them Back To Reality",0,Guadalupe Jimenez
671,5143605e220cb80002000076,"If You Know Anyone Who Is Afraid Of Gay People, Here's A Cartoon That Will Ease Them Back To Reality",0,Amos Reed
672,5143605e220cb80002000076,"If You Know Anyone Who Is Afraid Of Gay People, Here's A Cartoon That Will Ease Them Back To Reality",1,Maria Gonzalez
673,5143605e220cb80002000076,"If You Know Anyone Who Is Afraid Of Gay People, Here's A Cartoon That Will Ease Them Back To Reality",0,Andre Williams
674,5143605e220cb80002000076,"If You Know Anyone Who Is Afraid Of Gay People, Here's A Cartoon That Will Ease Them Back To Reality",0,Jamal Smith
675,5143605e220cb80002000076,"If You Know Anyone Who Is Afraid Of Gay People, Here's A Cartoon That Will Ease Them Back To Reality",0,Laura Vega
676,5143605e220cb80002000076,"If You Know Anyone Who Is Afraid Of Gay People, Here's A Cartoon That Will Ease Them Back To Reality",0,Caleb Thompson
677,5143605e220cb80002000076,"If You Know Anyone Who Is Afraid Of Gay People, Here's A Cartoon That Will Ease Them Back To Reality",0,Alexander Anderson
678,5143605e220cb80002000076,"If You Know Anyone Who Is Afraid Of Gay People, Here's A Cartoon That Will Ease Them Back To Reality",0,Antonio Diaz
679,5143605e220cb80002000076,"If You Know Anyone Who Is Afraid Of Gay People, Here's A Cartoon That Will Ease Them Back To Reality",0,Rodney Watson
680,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Juan Rodriguez
681,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Adriana Morales 
682,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Robert Lewis
683,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Avery James
684,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Juan Rodriguez
685,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Noah Collins
686,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Zechariah Thompson
687,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,John Johnson
688,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Ezekiel Turner
689,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Marcus Turner
690,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Sandra Reed
691,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Eduardo Navarro
692,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Beatriz Ortega
693,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Barbara Hughes
694,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Antonio Diaz
695,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Daniel Rodriguez
696,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Jessica Davis
697,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Desmond White
698,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Sofia Reed
699,515dcd7f3b3d430002003322,One Of The Wrongest Harry Potter Related Anti-Abortion Signs You'll Ever See,0,Alejandro Rodriguez
700,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Tyrone Brown
701,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Isabella Collins
702,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Charles Scott
703,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Evelyn Hughes
704,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Daniel Nelson
705,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Gregorio Santos
706,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,John Baker
707,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Carol Rivera
708,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Beatriz Ortega
709,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Calvin Mitchell
710,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Jerome Thompson
711,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Beatriz Escobar
712,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Carlos Torres
713,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Robert Thompson
714,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Geraldine Foster
715,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Maria Gonzalez
716,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Edward Anderson
717,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Maurice Johnson
718,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Matthew Thompson
719,515dcd7f3b3d430002003322,A Person Who Clearly Never Read The Harry Potter Books Has A Dumb Question,0,Marquis Davis
720,53d7bb9b1946b50c20000038,Climate Change Videos Are Often Hard To Watch. You May Want To Watch This One Again And Again.,0,Ruth Lee
721,53d7bb9b1946b50c20000038,Climate Change Videos Are Often Hard To Watch. You May Want To Watch This One Again And Again.,1,Zaria Adams
722,53d7bb9b1946b50c20000038,Climate Change Videos Are Often Hard To Watch. You May Want To Watch This One Again And Again.,1,Nia Washington
723,53d7bb9b1946b50c20000038,Climate Change Videos Are Often Hard To Watch. You May Want To Watch This One Again And Again.,0,Armando Silva
724,53d7bb9b1946b50c20000038,Climate Change Videos Are Often Hard To Watch. You May Want To Watch This One Again And Again.,0,Tasha Mitchell
725,53d7bb9b1946b50c20000038,Climate Change Videos Are Often Hard To Watch. You May Want To Watch This One Again And Again.,1,Melissa Thompson
726,53d7bb9b1946b50c20000038,Climate Change Videos Are Often Hard To Watch. You May Want To Watch This One Again And Again.,0,David Cooper
727,53d7bb9b1946b50c20000038,Climate Change Videos Are Often Hard To Watch. You May Want To Watch This One Again And Again.,0,Luis Morales
728,53d7bb9b1946b50c20000038,Climate Change Videos Are Often Hard To Watch. You May Want To Watch This One Again And Again.,0,Joseph Martinez
729,53d7bb9b1946b50c20000038,Climate Change Videos Are Often Hard To Watch. You May Want To Watch This One Again And Again.,0,Tomas Jimenez
730,54069b4cb650ede5be000084,They Found The 1 Straight Couple Who Were Negatively Affected By Gay Marriage. Bless Their Hearts.,0,William Turner
731,54069b4cb650ede5be000084,They Found The 1 Straight Couple Who Were Negatively Affected By Gay Marriage. Bless Their Hearts.,0,Alejandro Martinez
732,54069b4cb650ede5be000084,They Found The 1 Straight Couple Who Were Negatively Affected By Gay Marriage. Bless Their Hearts.,0,Diego Lopez
733,54069b4cb650ede5be000084,They Found The 1 Straight Couple Who Were Negatively Affected By Gay Marriage. Bless Their Hearts.,0,Fernando Gonzalez
734,54069b4cb650ede5be000084,They Found The 1 Straight Couple Who Were Negatively Affected By Gay Marriage. Bless Their Hearts.,0,Andre Peterson
735,54069b4cb650ede5be000084,They Found The 1 Straight Couple Who Were Negatively Affected By Gay Marriage. Bless Their Hearts.,0,Sofia Reed
736,54069b4cb650ede5be000084,They Found The 1 Straight Couple Who Were Negatively Affected By Gay Marriage. Bless Their Hearts.,0,Benjamin Bryant
737,54069b4cb650ede5be000084,They Found The 1 Straight Couple Who Were Negatively Affected By Gay Marriage. Bless Their Hearts.,0,Noah Collins
738,54069b4cb650ede5be000084,They Found The 1 Straight Couple Who Were Negatively Affected By Gay Marriage. Bless Their Hearts.,0,Patricia Diaz
739,54069b4cb650ede5be000084,They Found The 1 Straight Couple Who Were Negatively Affected By Gay Marriage. Bless Their Hearts.,0,Ayana Lewis
740,54223e89a7d2af8491000050,"The American Disease That's Spreading Across The Globe Isn't Airborne, It's Thought-Borne.",1,Francisco Garcia
741,54223e89a7d2af8491000050,"The American Disease That's Spreading Across The Globe Isn't Airborne, It's Thought-Borne.",0,Avery James
742,54223e89a7d2af8491000050,"The American Disease That's Spreading Across The Globe Isn't Airborne, It's Thought-Borne.",0,Andre Peterson
743,54223e89a7d2af8491000050,"The American Disease That's Spreading Across The Globe Isn't Airborne, It's Thought-Borne.",0,Carlos Rodriguez
744,54223e89a7d2af8491000050,"The American Disease That's Spreading Across The Globe Isn't Airborne, It's Thought-Borne.",0,Pamela Thomas
745,54223e89a7d2af8491000050,"The American Disease That's Spreading Across The Globe Isn't Airborne, It's Thought-Borne.",0,James Foster
746,54223e89a7d2af8491000050,"The American Disease That's Spreading Across The Globe Isn't Airborne, It's Thought-Borne.",0,Caleb Thompson
747,54223e89a7d2af8491000050,"The American Disease That's Spreading Across The Globe Isn't Airborne, It's Thought-Borne.",0,Sofia Reed
748,54223e89a7d2af8491000050,"The American Disease That's Spreading Across The Globe Isn't Airborne, It's Thought-Borne.",0,Nia Washington
749,54223e89a7d2af8491000050,"The American Disease That's Spreading Across The Globe Isn't Airborne, It's Thought-Borne.",0,Christopher Murphy
750,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Owen Rogers
751,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Shaniqua Lewis
752,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Sofia Lopez 
753,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,1,Sasha Wright
754,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Aaliyah Wilson
755,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Zoey Sanders
756,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Ricardo Silva
757,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Alma Rios
758,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Jack Coleman
759,542fe9b618a535a006000002,A Little Girl Waved At Him. He Didn't Wave Back Because She's Gay. His Dad Responded Appropriately.,0,Beatriz Torres 
760,542fe9b618a535a006000002,"As A Kid, He Didn't Wave Back To A Little Girl Because She Was Gay. His Dad Responded Appropriately.",0,Owen Rogers
761,542fe9b618a535a006000002,"As A Kid, He Didn't Wave Back To A Little Girl Because She Was Gay. His Dad Responded Appropriately.",0,Scarlett Foster
762,542fe9b618a535a006000002,"As A Kid, He Didn't Wave Back To A Little Girl Because She Was Gay. His Dad Responded Appropriately.",0,Micah Parker
763,542fe9b618a535a006000002,"As A Kid, He Didn't Wave Back To A Little Girl Because She Was Gay. His Dad Responded Appropriately.",0,Tomas Silva
764,542fe9b618a535a006000002,"As A Kid, He Didn't Wave Back To A Little Girl Because She Was Gay. His Dad Responded Appropriately.",0,Sandra Navarro
765,542fe9b618a535a006000002,"As A Kid, He Didn't Wave Back To A Little Girl Because She Was Gay. His Dad Responded Appropriately.",0,Patricia Diaz
766,542fe9b618a535a006000002,"As A Kid, He Didn't Wave Back To A Little Girl Because She Was Gay. His Dad Responded Appropriately.",0,Charles Scott
767,542fe9b618a535a006000002,"As A Kid, He Didn't Wave Back To A Little Girl Because She Was Gay. His Dad Responded Appropriately.",0,Deborah Thompson
768,542fe9b618a535a006000002,"As A Kid, He Didn't Wave Back To A Little Girl Because She Was Gay. His Dad Responded Appropriately.",0,Rodney Watson
769,542fe9b618a535a006000002,"As A Kid, He Didn't Wave Back To A Little Girl Because She Was Gay. His Dad Responded Appropriately.",0,Ava Brooks
770,5540156b393131002c3c0000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",1,Keith Johnson
771,5540156b393131002c3c0000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",1,Samara Roberts
772,5540156b393131002c3c0000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",0,Adriana Soto
773,5540156b393131002c3c0000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",0,Deborah Thompson
774,5540156b393131002c3c0000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",1,Zoey Sanders
775,5540156b393131002c3c0000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",0,Betty Hernandez
776,5540156b393131002c3c0000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",0,Carolina Ramirez
777,5540156b393131002c3c0000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",0,Rachel Lewis
778,5540156b393131002c3c0000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",0,Anthony Ross
779,5540156b393131002c3c0000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",0,Rebecca Moore
780,554018a5393131002c690000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",1,Wesley Reed
781,554018a5393131002c690000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",0,Sean Brooks
782,554018a5393131002c690000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",1,Daniel Rodriguez
783,554018a5393131002c690000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",1,Abigail Powell
784,554018a5393131002c690000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",0,Juan Rodriguez
785,554018a5393131002c690000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",1,Alejandra Hernandez
786,554018a5393131002c690000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",0,Robert Thompson
787,554018a5393131002c690000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",1,Scarlett Foster
788,554018a5393131002c690000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",0,Shirley Thompson
789,554018a5393131002c690000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",0,Isabel Fernandez
790,554018a5393131002c690000,"If you want to know how gangs are involved with the riots in Baltimore, just ask them.",0,Nestor Navarro
791,554018a5393131002c690000,"If you want to know how gangs are involved with the riots in Baltimore, just ask them.",0,Antonio Diaz
792,554018a5393131002c690000,"If you want to know how gangs are involved with the riots in Baltimore, just ask them.",0,Charles Scott
793,554018a5393131002c690000,"If you want to know how gangs are involved with the riots in Baltimore, just ask them.",0,Heather Martinez
794,554018a5393131002c690000,"If you want to know how gangs are involved with the riots in Baltimore, just ask them.",0,Isaac Price
795,554018a5393131002c690000,"If you want to know how gangs are involved with the riots in Baltimore, just ask them.",0,Tyrone Brown
796,554018a5393131002c690000,"If you want to know how gangs are involved with the riots in Baltimore, just ask them.",0,Carmen Morales
797,554018a5393131002c690000,"If you want to know how gangs are involved with the riots in Baltimore, just ask them.",0,Ana Cruz
